Admission_Year,Gender,Age,HSC_Passing_Year,Program,Semester,Meritorious_Scholarship,Use_Transport,Daily_Study_Hours,Study_Seats,Learning_Mode,Use_Smartphone,Has_PC,Daily_Social_Media_Hours,English_Proficiency,Attendance_Pct,Fell_Probation,Got_Suspension,Attends_Consultancy,Skills,Daily_Skill_Dev_Hours,Interested_Area,Relationship_Status,CoCurriculum_Activities,Living_With,Health_Issues,Previous_SGPA,Physical_Disabilities,Current_CGPA,Completed_Credits,Monthly_Family_Income,Income_Group,Age_Group
2020,Female,25,2019.0,BCSE,11,No,Yes,1,2,Offline,Yes,Yes,2,Basic,67,Yes,No,No,Machine Learning,4,Data Science,Married,Yes,Family,No,1.78,No,2.8,143.0,78000.0,50K-100K,25+
2021,Female,19,2021.0,BCSE,7,No,Yes,3,2,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Artificial Intelligence,2,Hardware,Single,No,Bachelor,No,2.45,No,3.76,100.0,78000.0,50K-100K,18-20
2021,Male,20,2020.0,BCSE,10,No,Yes,2,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,4,Hardware,Single,Yes,Family,No,2.67,No,3.7,132.0,79000.0,50K-100K,18-20
2021,Male,21,2021.0,BCSE,9,Yes,Yes,3,3,Online,Yes,Yes,2,Basic,100,Yes,No,Yes,Programming,2,Data Science,In a relationship,Yes,Family,No,2.61,No,3.77,123.0,79000.0,50K-100K,21-22
2020,Female,25,2018.0,BCSE,12,Yes,Yes,6,4,Online,Yes,Yes,6,Intermediate,80,No,No,Yes,Web development skill(Frontend),3,Software,Married,No,Family,No,1.61,No,2.81,133.0,80000.0,50K-100K,25+
2020,Male,23,2019.0,BCSE,9,No,Yes,1,1,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Networking,1,Hardware,Married,No,Bachelor,No,2.89,No,3.89,102.0,80000.0,50K-100K,23-24
2021,Female,20,2020.0,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,3,Basic,100,Yes,No,No,Cyber security,4,Data Science,Married,Yes,Family,No,1.68,No,2.71,101.0,80000.0,50K-100K,18-20
2020,Male,20,2020.0,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Cyber security,2,Data Science,In a relationship,Yes,Bachelor,No,1.63,No,2.7,143.0,80000.0,50K-100K,18-20
2021,Male,20,2021.0,BCSE,7,No,Yes,2,1,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Machine Learning,3,Software,In a relationship,No,Family,No,1.56,No,2.64,97.0,80000.0,50K-100K,18-20
2020,Male,20,2020.0,BCSE,11,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,2.75,No,3.8,143.0,81000.0,50K-100K,18-20
2020,Male,22,2018.0,BCSE,7,Yes,Yes,6,3,Offline,Yes,No,3,Advance,100,No,No,No,Web development skill(Backend),3,Software,Single,No,Family,No,2.56,No,3.95,115.0,85000.0,50K-100K,21-22
2020,Female,22,2020.0,BCSE,11,No,Yes,2,3,Offline,Yes,Yes,1,Intermediate,100,Yes,No,No,Web development skill(Backend),4,Software,Married,No,Family,No,2.56,No,3.66,143.0,86000.0,50K-100K,21-22
2019,Male,24,2018.0,BCSE,11,No,Yes,5,2,Offline,Yes,Yes,3,Intermediate,89,Yes,No,No,Networking,4,Hardware,Single,Yes,Bachelor,No,1.76,No,2.89,143.0,87000.0,50K-100K,23-24
2020,Male,23,2019.0,BCSE,10,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,79,Yes,No,No,Networking,1,Hardware,Single,Yes,Bachelor,No,2.87,No,3.91,139.0,88000.0,50K-100K,23-24
2022,Male,20,2021.0,BCSE,7,No,Yes,3,1,Offline,Yes,Yes,2,Basic,50,No,No,No,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,1.56,No,2.63,88.0,88000.0,50K-100K,18-20
2019,Male,21,2018.0,BCSE,11,Yes,Yes,2,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,In a relationship,Yes,Bachelor,Yes,2.57,No,3.88,145.0,89000.0,50K-100K,21-22
2021,Female,20,2020.0,BCSE,10,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Machine Learning,2,Data Science,Single,No,Bachelor,No,2.55,No,3.6,135.0,89000.0,50K-100K,18-20
2022,Female,19,2021.0,BCSE,4,Yes,Yes,5,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Machine Learning,2,Hardware,Single,Yes,Family,No,2.56,No,3.89,29.0,89000.0,50K-100K,18-20
2019,Male,24,2019.0,BCSE,11,Yes,Yes,6,3,Online,Yes,No,2,Advance,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,Yes,Family,No,2.87,No,3.94,143.0,90000.0,50K-100K,23-24
2019,Female,24,2019.0,BCSE,11,No,No,1,2,Offline,Yes,No,5,Advance,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Bachelor,No,2.48,No,3.78,144.0,90000.0,50K-100K,23-24
2021,Male,24,2019.0,BCSE,6,No,Yes,1,1,Offline,Yes,Yes,10,Advance,90,No,No,No,Networking,1,Hardware,Single,No,Bachelor,No,1.35,No,2.65,98.0,90000.0,50K-100K,23-24
2020,Male,22,2020.0,BCSE,7,No,Yes,5,2,Online,Yes,Yes,8,Advance,100,No,No,No,Web development skill(Frontend),2,UI/UX,Single,No,Family,No,1.56,No,2.98,99.0,90000.0,50K-100K,21-22
2022,Male,20,2021.0,BCSE,5,No,Yes,2,2,Offline,Yes,No,3,Advance,100,No,No,Yes,Web development skill(Backend),2,Software,In a relationship,No,Family,Yes,1.86,No,2.91,60.0,93000.0,50K-100K,18-20
2023,Female,19,2021.0,BCSE,2,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,2.77,No,3.83,30.0,95000.0,50K-100K,18-20
2022,Female,21,2021.0,BCSE,6,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,53,Yes,No,No,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.81,No,3.9,83.0,95000.0,50K-100K,21-22
2021,Female,21,2020.0,BCSE,9,Yes,Yes,2,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,No,2.75,No,3.81,120.0,96000.0,50K-100K,21-22
2019,Male,25,2018.0,BCSE,11,No,Yes,5,1,Offline,Yes,Yes,3,Advance,67,No,No,Yes,Web development skill(Frontend),4,Software,Single,Yes,Bachelor,No,1.56,No,2.63,143.0,97000.0,50K-100K,25+
2020,Male,23,2019.0,BCSE,10,Yes,Yes,2,1,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Single,No,Family,No,2.91,No,3.98,91.0,97000.0,50K-100K,23-24
2022,Male,21,2021.0,BCSE,5,No,Yes,2,2,Offline,Yes,No,2,Advance,54,No,No,No,Networking,2,Hardware,Married,No,Family,No,1.54,No,2.63,68.0,97000.0,50K-100K,21-22
2022,Female,22,2019.0,BCSE,4,Yes,No,8,1,Online,Yes,Yes,10,Advance,70,Yes,No,Yes,Web development skill(Backend),1,UI/UX,In a relationship,Yes,Family,No,2.9,No,3.88,60.0,100000.0,100K-200K,21-22
2020,Male,21,2019.0,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,3,Basic,56,Yes,No,No,Cyber security,4,Data Science,In a relationship,Yes,Family,Yes,2.67,No,3.75,116.0,100000.0,100K-200K,21-22
2021,Male,20,2021.0,BCSE,8,No,Yes,4,2,Online,Yes,No,5,Intermediate,100,No,No,No,Cyber security,1,Data Science,Single,No,Family,No,2.33,No,3.45,102.0,100000.0,100K-200K,18-20
2020,Female,24,2018.0,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,68,No,No,No,Networking,4,Hardware,In a relationship,Yes,Bachelor,No,2.76,No,3.56,123.0,110000.0,100K-200K,23-24
2021,Male,21,2020.0,BCSE,6,No,Yes,5,2,Online,Yes,Yes,9,Intermediate,60,Yes,No,No,Web development skill(Frontend),2,Machine Learning / Deep Learning,In a relationship,No,Bachelor,No,1.23,No,2.76,89.0,110000.0,100K-200K,21-22
2020,Female,22,2020.0,BCSE,10,No,Yes,2,3,Online,Yes,Yes,3,Intermediate,55,Yes,No,No,Programming,4,UI/UX,Married,No,Family,No,2.35,No,3.48,135.0,116000.0,100K-200K,21-22
2019,Female,25,2018.0,BCSE,11,Yes,Yes,6,3,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,2.07,No,3.12,144.0,119000.0,100K-200K,25+
2020,Male,20,2020.0,BCSE,11,No,Yes,4,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,2.56,No,3.6,143.0,120000.0,100K-200K,18-20
2022,Female,21,2021.0,BCSE,6,No,Yes,3,1,Offline,Yes,Yes,2,Basic,63,No,No,Yes,Networking,2,Hardware,Single,No,Family,No,1.77,No,2.8,78.0,120000.0,100K-200K,21-22
2022,Female,20,2021.0,BCSE,6,No,Yes,3,2,Offline,Yes,Yes,3,Basic,66,Yes,Yes,No,Networking,4,Hardware,In a relationship,No,Bachelor,No,2.67,No,3.77,78.0,120000.0,100K-200K,18-20
2019,Female,22,2019.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development skill(Backend),4,Software,Single,Yes,Bachelor,No,1.86,No,2.93,143.0,121000.0,100K-200K,21-22
2022,Male,20,2020.0,BCSE,5,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development skill(Frontend),4,Software,Single,Yes,Bachelor,No,1.87,No,2.94,68.0,121000.0,100K-200K,18-20
2021,Male,20,2019.0,BCSE,7,No,Yes,2,1,Online,Yes,Yes,9,Intermediate,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,Yes,1.22,No,2.78,107.0,130000.0,100K-200K,18-20
2022,Female,21,2021.0,BCSE,6,No,Yes,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,1.4,No,2.54,77.0,130000.0,100K-200K,21-22
2022,Female,20,2021.0,BCSE,5,No,Yes,3,3,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,Single,Yes,Family,No,1.78,No,2.83,59.0,135000.0,100K-200K,18-20
2022,Male,20,2021.0,BCSE,5,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,78,No,No,Yes,Web development skill(Frontend),4,Software,Married,No,Family,No,1.77,No,2.85,63.0,136000.0,100K-200K,18-20
2019,Male,22,2018.0,BCSE,11,No,Yes,5,3,Offline,Yes,No,5,Advance,100,No,No,No,Programming,1,UI/UX,Single,No,Family,Yes,2.55,No,3.66,143.0,137000.0,100K-200K,21-22
2019,Female,25,2018.0,BCSE,11,Yes,Yes,5,3,Offline,Yes,Yes,3,Intermediate,35,Yes,No,Yes,Networking,2,Hardware,In a relationship,Yes,Bachelor,No,2.81,No,3.9,143.0,144000.0,100K-200K,25+
2021,Female,20,2020.0,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),2,Data Science,In a relationship,Yes,Family,No,2.34,No,3.44,113.0,167000.0,100K-200K,18-20
2020,Male,20,2020.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,3,Advance,87,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Family,No,2.35,No,3.43,143.0,170000.0,100K-200K,18-20
2021,Female,20,2020.0,BCSE,8,No,Yes,1,2,Online,Yes,Yes,2,Basic,46,Yes,No,No,Cyber security,2,Data Science,In a relationship,Yes,Bachelor,No,2.65,No,3.77,100.0,180000.0,100K-200K,18-20
2022,Male,23,2020.0,BCSE,8,Yes,Yes,4,4,Offline,Yes,Yes,4,Basic,100,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.5,No,2.22,18.0,200000.0,>200K,23-24
2021,Male,22,2020.0,BCSE,9,No,Yes,3,3,Offline,Yes,No,2,Basic,100,Yes,No,No,Networking,2,Hardware,Married,Yes,Family,No,1.56,No,2.78,121.0,200000.0,>200K,21-22
2019,Female,25,2018.0,BCSE,11,No,Yes,5,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),4,Software,Single,No,Bachelor,No,1.4,No,2.52,144.0,210000.0,>200K,25+
2018,Female,23,2017.0,BCSE,11,No,Yes,3,2,Online,Yes,Yes,5,Intermediate,100,No,No,No,Networking,1,Hardware,In a relationship,Yes,Bachelor,No,1.34,No,2.88,88.0,250000.0,>200K,23-24
